dimension,toy_a,toy_b,winner,timestamp
expressive_range,uncle-milton-ant-farm,yoto-player,yoto-player,2025-12-26T21:36:57.002Z
expressive_range,ukulele,xylophone,ukulele,2025-12-26T21:36:57.571Z
expressive_range,uncle-milton-ant-farm,water-table,water-table,2025-12-26T21:36:58.299Z
expressive_range,ukulele,weighted-lap-animal,ukulele,2025-12-26T21:37:00.618Z
expressive_range,rc-monster-truck,shape-sorter,rc-monster-truck,2025-12-26T21:37:01.092Z
expressive_range,uncle-milton-ant-farm,weather-station,weather-station,2025-12-26T21:37:02.358Z
expressive_range,ukulele,weather-station,weather-station,2025-12-26T21:37:02.958Z
expressive_range,uncle-milton-ant-farm,weighted-lap-animal,weighted-lap-animal,2025-12-26T21:37:03.754Z
expressive_range,wagon,xylophone,wagon,2025-12-26T21:37:04.659Z
expressive_range,wagon,wooden-blocks,wooden-blocks,2025-12-26T21:37:05.065Z
expressive_range,barbie,botley,barbie,2025-12-26T21:37:06.785Z
expressive_range,uncle-milton-ant-farm,zingo,zingo,2025-12-26T21:37:07.510Z
expressive_range,wagon,zingo,wagon,2025-12-26T21:37:07.832Z
expressive_range,barbie,bowling-set,barbie,2025-12-26T21:37:08.398Z
social_affordance,sandbox,schleich-farm-tractor,sandbox,2025-12-26T21:37:09.867Z
expressive_range,wagon,yoto-player,wagon,2025-12-26T21:37:10.171Z
expressive_range,candy-land,catan-junior,catan-junior,2025-12-26T21:37:10.457Z
social_affordance,science-kit,sequence-for-kids,sequence-for-kids,2025-12-26T21:37:10.573Z
social_affordance,sophie-la-girafe,spot-it,spot-it,2025-12-26T21:37:11.541Z
social_affordance,kids-hockey-stick,kids-microscope,kids-hockey-stick,2025-12-26T21:37:12.175Z
social_affordance,leapfrog-scoop-and-learn,lego-city-vehicles,lego-city-vehicles,2025-12-26T21:37:12.810Z
expressive_range,barbie,bruder-construction-truck,barbie,2025-12-26T21:37:13.071Z
social_affordance,rock-collection,rubiks-cube,tie,2025-12-26T21:37:13.461Z
social_affordance,schleich-horses,scribble-scrubbie,schleich-horses,2025-12-26T21:37:14.098Z
expressive_range,barbie,busy-board,barbie,2025-12-26T21:37:14.531Z
social_affordance,strider-balance-bike,swing-set,swing-set,2025-12-26T21:37:14.802Z
social_affordance,thinkfun-code-master,play-food,play-food,2025-12-26T21:37:15.445Z
expressive_range,connect-four,crayons,crayons,2025-12-26T21:37:15.558Z
social_affordance,trampoline,transformers,trampoline,2025-12-26T21:37:16.373Z
expressive_range,connect-four,cozy-coupe,cozy-coupe,2025-12-26T21:37:17.157Z
expressive_range,candy-land,chess-for-kids,chess-for-kids,2025-12-26T21:37:18.224Z
expressive_range,candy-land,chew-necklace,candy-land,2025-12-26T21:37:19.601Z
expressive_range,candy-land,checkers,candy-land,2025-12-26T21:37:19.822Z
expressive_range,connect-four,cubetto-coding-robot,cubetto-coding-robot,2025-12-26T21:37:22.065Z
expressive_range,candy-land,color-wonder,color-wonder,2025-12-26T21:37:22.921Z
expressive_range,connect-four,dinosaurs,dinosaurs,2025-12-26T21:37:23.157Z
expressive_range,connect-four,croquet-set,croquet-set,2025-12-26T21:37:24.344Z
expressive_range,doctor-kit,duplo,duplo,2025-12-26T21:37:25.912Z
expressive_range,doctor-kit,dress-up-clothes,dress-up-clothes,2025-12-26T21:37:26.905Z
expressive_range,doctor-kit,dollhouse,dollhouse,2025-12-26T21:37:28.783Z
expressive_range,doctor-kit,dowling-magnets-magnet-set,doctor-kit,2025-12-26T21:37:32.499Z
expressive_range,fat-brain-air-toobz,flash-cards,fat-brain-air-toobz,2025-12-26T21:37:32.853Z
expressive_range,fat-brain-air-toobz,guess-who,fat-brain-air-toobz,2025-12-26T21:37:34.239Z
expressive_range,fat-brain-air-toobz,finger-paint,finger-paint,2025-12-26T21:37:34.861Z
expressive_range,barbie,brio-train-set,brio-train-set,2025-12-26T21:37:36.276Z
social_affordance,push-toy,ravensburger-puzzle,tie,2025-12-26T21:37:36.720Z
social_affordance,zingo,yoto-player,zingo,2025-12-26T21:37:37.389Z
expressive_range,fat-brain-air-toobz,frisbee,fat-brain-air-toobz,2025-12-26T21:37:38.210Z
social_affordance,lego-classic,littlest-pet-shop,littlest-pet-shop,2025-12-26T21:37:38.218Z
social_affordance,lego-classic,magnet-foam-blocks,lego-classic,2025-12-26T21:37:38.893Z
expressive_range,fat-brain-air-toobz,fisher-price-imaginext,fisher-price-imaginext,2025-12-26T21:37:38.970Z
expressive_range,doctor-kit,etch-a-sketch,doctor-kit,2025-12-26T21:37:39.260Z
social_affordance,lego-classic,magnetic-tiles,tie,2025-12-26T21:37:39.656Z
expressive_range,gymnastics-mat,jenga,jenga,2025-12-26T21:37:39.693Z
expressive_range,wagon,wwe-figures,wagon,2025-12-26T21:37:39.765Z
social_affordance,lego-classic,manhattan-toy-winkel,lego-classic,2025-12-26T21:37:40.452Z
social_affordance,lego-classic,marvel-legends,marvel-legends,2025-12-26T21:37:41.317Z
social_affordance,matchbox-car-garage,mbot,tie,2025-12-26T21:37:41.956Z
social_affordance,matchbox-car-garage,memory-match,memory-match,2025-12-26T21:37:42.670Z
social_affordance,matchbox-car-garage,micro-scooter,matchbox-car-garage,2025-12-26T21:37:43.317Z
expressive_range,gymnastics-mat,kids-golf-set,gymnastics-mat,2025-12-26T21:37:43.531Z
expressive_range,kids-hockey-stick,knex,knex,2025-12-26T21:37:47.480Z
expressive_range,kids-hockey-stick,kids-telescope,kids-hockey-stick,2025-12-26T21:37:47.556Z
expressive_range,kids-hockey-stick,labyrinth,kids-hockey-stick,2025-12-26T21:37:49.197Z
expressive_range,lego-city-vehicles,lite-brite-touch,lego-city-vehicles,2025-12-26T21:37:49.819Z
expressive_range,gymnastics-mat,jump-rope,jump-rope,2025-12-26T21:37:50.155Z
expressive_range,kids-hockey-stick,leapfrog-scoop-and-learn,leapfrog-scoop-and-learn,2025-12-26T21:37:51.389Z
expressive_range,lego-city-vehicles,manhattan-toy-winkel,lego-city-vehicles,2025-12-26T21:37:54.105Z
expressive_range,lego-city-vehicles,marvel-legends,lego-city-vehicles,2025-12-26T21:37:56.155Z
social_affordance,matchbox-car-garage,munchkin-bath-toys,matchbox-car-garage,2025-12-26T21:37:57.907Z
expressive_range,matchbox-car-garage,modeling-clay,modeling-clay,2025-12-26T21:37:58.176Z
expressive_range,gymnastics-mat,hula-hoop,hula-hoop,2025-12-26T21:37:58.266Z
social_affordance,matchbox-car-garage,music-activity-table,matchbox-car-garage,2025-12-26T21:37:58.691Z
expressive_range,matchbox-car-garage,meccano,meccano,2025-12-26T21:37:58.870Z
social_affordance,nuby-ice-gel-teether,number-puzzles,number-puzzles,2025-12-26T21:37:59.465Z
social_affordance,nuby-ice-gel-teether,oball-classic,oball-classic,2025-12-26T21:38:00.106Z
social_affordance,nuby-ice-gel-teether,osmo-genius-kit,osmo-genius-kit,2025-12-26T21:38:00.758Z
social_affordance,nuby-ice-gel-teether,pj-masks-figures,pj-masks-figures,2025-12-26T21:38:01.612Z
social_affordance,nuby-ice-gel-teether,play-doh,play-doh,2025-12-26T21:38:02.239Z
social_affordance,play-kitchen,playmobil-zoo,play-kitchen,2025-12-26T21:38:02.868Z
social_affordance,play-kitchen,pogo-stick,play-kitchen,2025-12-26T21:38:03.527Z
social_affordance,play-kitchen,pound-tap-bench,play-kitchen,2025-12-26T21:38:04.154Z
expressive_range,operation,playmobil-castle,playmobil-castle,2025-12-26T21:38:04.575Z
expressive_range,operation,play-food,play-food,2025-12-26T21:38:05.777Z
expressive_range,matchbox-car-garage,music-activity-table,matchbox-car-garage,2025-12-26T21:38:05.802Z
expressive_range,operation,pj-masks-figures,pj-masks-figures,2025-12-26T21:38:06.467Z
expressive_range,matchbox-car-garage,munchkin-bath-toys,munchkin-bath-toys,2025-12-26T21:38:06.601Z
expressive_range,matchbox-car-garage,needoh,matchbox-car-garage,2025-12-26T21:38:09.002Z
expressive_range,kids-hockey-stick,kids-microscope,kids-microscope,2025-12-26T21:38:09.416Z
expressive_range,lego-city-vehicles,magnetic-tiles,magnetic-tiles,2025-12-26T21:38:10.132Z
expressive_range,lego-city-vehicles,lego-classic,lego-classic,2025-12-26T21:38:10.719Z
expressive_range,gymnastics-mat,jellycat,gymnastics-mat,2025-12-26T21:38:11.215Z
expressive_range,operation,playmobil-pirate-ship,playmobil-pirate-ship,2025-12-26T21:38:13.182Z
expressive_range,paw-patrol,punching-bag,paw-patrol,2025-12-26T21:38:16.321Z
expressive_range,ravensburger-puzzle,rock-collection,rock-collection,2025-12-26T21:38:16.516Z
expressive_range,paw-patrol,pokemon-figures,paw-patrol,2025-12-26T21:38:17.695Z
expressive_range,ravensburger-puzzle,safari-ltd-toobs,safari-ltd-toobs,2025-12-26T21:38:18.279Z
expressive_range,paw-patrol,power-wheels,paw-patrol,2025-12-26T21:38:18.367Z
expressive_range,ravensburger-puzzle,schleich-dinosaurs,schleich-dinosaurs,2025-12-26T21:38:18.637Z
expressive_range,paw-patrol,rainbow-stacker,rainbow-stacker,2025-12-26T21:38:18.679Z
social_affordance,play-kitchen,swingball,swingball,2025-12-26T21:38:20.399Z
expressive_range,paw-patrol,radio-flyer-ride-on,paw-patrol,2025-12-26T21:38:20.637Z
expressive_range,operation,pogo-stick,operation,2025-12-26T21:38:21.228Z
social_affordance,play-kitchen,tangle-fidget,play-kitchen,2025-12-26T21:38:21.250Z
social_affordance,trouble,ukulele,trouble,2025-12-26T21:38:21.962Z
social_affordance,trouble,uncle-milton-ant-farm,trouble,2025-12-26T21:38:22.603Z
social_affordance,trouble,wagon,wagon,2025-12-26T21:38:23.217Z
social_affordance,trouble,water-table,water-table,2025-12-26T21:38:23.843Z
expressive_range,ravensburger-puzzle,schleich-farm-tractor,schleich-farm-tractor,2025-12-26T21:38:23.877Z
social_affordance,trouble,weather-station,trouble,2025-12-26T21:38:24.497Z
expressive_range,schleich-wild-animals,snap-circuits,schleich-wild-animals,2025-12-26T21:38:24.747Z
social_affordance,weighted-blanket,weighted-lap-animal,tie,2025-12-26T21:38:25.145Z
social_affordance,weighted-blanket,wooden-blocks,wooden-blocks,2025-12-26T21:38:25.788Z
social_affordance,weighted-blanket,wwe-figures,wwe-figures,2025-12-26T21:38:26.632Z
expressive_range,schleich-wild-animals,shape-sorter,schleich-wild-animals,2025-12-26T21:38:27.094Z
expressive_range,sophie-la-girafe,stacking-cups,stacking-cups,2025-12-26T21:38:27.282Z
expressive_range,schleich-wild-animals,sequence-for-kids,schleich-wild-animals,2025-12-26T21:38:27.285Z
expressive_range,sophie-la-girafe,star-wars-figures,star-wars-figures,2025-12-26T21:38:30.453Z
expressive_range,ravensburger-puzzle,rubiks-cube,rubiks-cube,2025-12-26T21:38:31.167Z
expressive_range,sophie-la-girafe,stacking-rings,stacking-rings,2025-12-26T21:38:31.667Z
expressive_range,swingball,tangle-fidget,tangle-fidget,2025-12-26T21:38:33.205Z
expressive_range,schleich-wild-animals,science-kit,schleich-wild-animals,2025-12-26T21:38:33.260Z
expressive_range,swingball,teenage-mutant-ninja-turtles,teenage-mutant-ninja-turtles,2025-12-26T21:38:33.559Z
expressive_range,sophie-la-girafe,spirograph,spirograph,2025-12-26T21:38:36.133Z
expressive_range,sophie-la-girafe,swing-set,swing-set,2025-12-26T21:38:36.240Z
expressive_range,tool-bench,toy-fire-truck,tool-bench,2025-12-26T21:38:40.171Z
expressive_range,swingball,tonka-steel-truck,tonka-steel-truck,2025-12-26T21:38:40.324Z
expressive_range,swingball,ticket-to-ride-first-journey,ticket-to-ride-first-journey,2025-12-26T21:38:40.356Z
expressive_range,tool-bench,tricycle,tool-bench,2025-12-26T21:38:40.422Z
expressive_range,tool-bench,toy-tea-set,toy-tea-set,2025-12-26T21:38:42.020Z
expressive_range,uno,water-table,water-table,2025-12-26T21:38:44.693Z
expressive_range,tool-bench,trouble,tool-bench,2025-12-26T21:38:46.857Z
expressive_range,uno,wwe-figures,wwe-figures,2025-12-26T21:38:48.413Z
expressive_range,schleich-wild-animals,scribble-scrubbie,scribble-scrubbie,2025-12-26T21:38:49.016Z
expressive_range,uno,wooden-blocks,wooden-blocks,2025-12-26T21:38:49.882Z
expressive_range,botley,bowling-set,botley,2025-12-26T21:38:55.055Z
expressive_range,botley,brio-train-set,brio-train-set,2025-12-26T21:38:55.645Z
expressive_range,uno,weather-station,weather-station,2025-12-26T21:38:55.648Z
expressive_range,uno,weighted-lap-animal,weighted-lap-animal,2025-12-26T21:38:56.079Z
expressive_range,tool-bench,transformers,tool-bench,2025-12-26T21:38:57.629Z
expressive_range,bruder-construction-truck,calico-critters,calico-critters,2025-12-26T21:38:59.016Z
expressive_range,botley,bug-vacuum-explorer-kit,botley,2025-12-26T21:38:59.174Z
expressive_range,botley,busy-board,botley,2025-12-26T21:38:59.834Z
expressive_range,bruder-construction-truck,checkers,bruder-construction-truck,2025-12-26T21:39:03.034Z
expressive_range,bruder-construction-truck,chew-necklace,bruder-construction-truck,2025-12-26T21:39:03.394Z
expressive_range,swingball,thinkfun-code-master,swingball,2025-12-26T21:39:05.071Z
expressive_range,botley,building-gears,building-gears,2025-12-26T21:39:05.198Z
expressive_range,bruder-construction-truck,catan-junior,bruder-construction-truck,2025-12-26T21:39:05.376Z
expressive_range,color-wonder,cozy-coupe,cozy-coupe,2025-12-26T21:39:06.308Z
expressive_range,color-wonder,cubetto-coding-robot,cubetto-coding-robot,2025-12-26T21:39:08.876Z
expressive_range,color-wonder,crayons,crayons,2025-12-26T21:39:09.911Z
expressive_range,bruder-construction-truck,chess-for-kids,bruder-construction-truck,2025-12-26T21:39:11.815Z
expressive_range,color-wonder,crystal-growing-kit,color-wonder,2025-12-26T21:39:12.299Z
expressive_range,dc-superheroes,fidget-poppers,dc-superheroes,2025-12-26T21:39:13.029Z
expressive_range,dc-superheroes,duplo,duplo,2025-12-26T21:39:15.310Z
expressive_range,dc-superheroes,dollhouse,dollhouse,2025-12-26T21:39:15.762Z
expressive_range,dowling-magnets-magnet-set,dress-up-clothes,dress-up-clothes,2025-12-26T21:39:19.241Z
expressive_range,color-wonder,croquet-set,croquet-set,2025-12-26T21:39:19.554Z
expressive_range,dowling-magnets-magnet-set,fisher-price-imaginext,fisher-price-imaginext,2025-12-26T21:39:19.907Z
expressive_range,dc-superheroes,dinosaurs,dc-superheroes,2025-12-26T21:39:21.870Z
expressive_range,dowling-magnets-magnet-set,flash-cards,dowling-magnets-magnet-set,2025-12-26T21:39:22.214Z
expressive_range,dowling-magnets-magnet-set,foosball-table,dowling-magnets-magnet-set,2025-12-26T21:39:27.582Z
expressive_range,frisbee,gravity-maze,frisbee,2025-12-26T21:39:27.683Z
expressive_range,frisbee,hula-hoop,hula-hoop,2025-12-26T21:39:29.006Z
expressive_range,dc-superheroes,etch-a-sketch,dc-superheroes,2025-12-26T21:39:29.264Z
expressive_range,frisbee,interactive-globe,interactive-globe,2025-12-26T21:39:30.653Z
expressive_range,jellycat,jump-rope,jellycat,2025-12-26T21:39:33.067Z
expressive_range,frisbee,indestructibles-books,indestructibles-books,2025-12-26T21:39:33.730Z
expressive_range,jellycat,jenga,jenga,2025-12-26T21:39:34.081Z
expressive_range,dowling-magnets-magnet-set,finger-paint,finger-paint,2025-12-26T21:39:36.983Z
expressive_range,kids-microscope,knex,knex,2025-12-26T21:39:37.304Z
expressive_range,kids-microscope,labyrinth,kids-microscope,2025-12-26T21:39:38.817Z
expressive_range,jellycat,kids-golf-set,jellycat,2025-12-26T21:39:39.573Z
expressive_range,frisbee,guess-who,frisbee,2025-12-26T21:39:39.741Z
expressive_range,kids-microscope,lego-classic,lego-classic,2025-12-26T21:39:41.264Z
expressive_range,kids-microscope,leapfrog-scoop-and-learn,leapfrog-scoop-and-learn,2025-12-26T21:39:41.512Z
expressive_range,kids-telescope,little-tikes-cozy-coupe,little-tikes-cozy-coupe,2025-12-26T21:39:43.479Z
expressive_range,kids-telescope,lite-brite-touch,lite-brite-touch,2025-12-26T21:39:48.041Z
expressive_range,manhattan-toy-winkel,maracas,maracas,2025-12-26T21:39:49.037Z
expressive_range,jellycat,kids-keyboard,jellycat,2025-12-26T21:39:49.424Z
expressive_range,jellycat,jurassic-world-figures,jellycat,2025-12-26T21:39:49.693Z
expressive_range,kids-telescope,magnetic-tiles,magnetic-tiles,2025-12-26T21:39:49.708Z
expressive_range,kids-telescope,magnet-foam-blocks,magnet-foam-blocks,2025-12-26T21:39:49.847Z
expressive_range,kids-telescope,littlest-pet-shop,littlest-pet-shop,2025-12-26T21:39:51.894Z
developmental_longevity,wooden-blocks,baby-play-gym,wooden-blocks,2025-12-26T21:39:56.943Z
developmental_longevity,water-table,baby-play-gym,water-table,2025-12-26T21:39:57.560Z
developmental_longevity,xylophone,baby-play-gym,xylophone,2025-12-26T21:39:58.184Z
developmental_longevity,weighted-lap-animal,baby-play-gym,weighted-lap-animal,2025-12-26T21:39:58.798Z
developmental_longevity,wwe-figures,baby-play-gym,wwe-figures,2025-12-26T21:39:59.409Z
developmental_longevity,zingo,baby-play-gym,zingo,2025-12-26T21:40:00.027Z
developmental_longevity,weighted-blanket,baby-play-gym,weighted-blanket,2025-12-26T21:40:00.665Z
developmental_longevity,weather-station,baby-play-gym,weather-station,2025-12-26T21:40:01.478Z
developmental_longevity,yoto-player,baby-play-gym,yoto-player,2025-12-26T21:40:02.106Z
developmental_longevity,water-table,weather-station,weather-station,2025-12-26T21:40:02.728Z
expressive_range,kids-microscope,leapfrog-letter-factory,kids-microscope,2025-12-26T21:40:04.339Z
expressive_range,meccano,number-puzzles,meccano,2025-12-26T21:40:14.078Z
expressive_range,marvel-legends,modeling-clay,modeling-clay,2025-12-26T21:40:14.759Z
developmental_longevity,weighted-blanket,weighted-lap-animal,tie,2025-12-26T21:40:20.689Z
developmental_longevity,weighted-blanket,wooden-blocks,wooden-blocks,2025-12-26T21:40:21.574Z
developmental_longevity,weighted-blanket,wwe-figures,wwe-figures,2025-12-26T21:40:22.195Z
developmental_longevity,weighted-blanket,xylophone,xylophone,2025-12-26T21:40:22.807Z
developmental_longevity,weighted-blanket,yoto-player,yoto-player,2025-12-26T21:40:23.431Z
developmental_longevity,water-table,zingo,water-table,2025-12-26T21:40:24.037Z
developmental_longevity,water-table,weighted-lap-animal,water-table,2025-12-26T21:40:24.655Z
developmental_longevity,water-table,wooden-blocks,wooden-blocks,2025-12-26T21:40:25.282Z
developmental_longevity,water-table,wwe-figures,water-table,2025-12-26T21:40:25.890Z
developmental_longevity,water-table,xylophone,xylophone,2025-12-26T21:40:26.728Z
developmental_longevity,weather-station,yoto-player,yoto-player,2025-12-26T21:40:43.176Z
developmental_longevity,weather-station,zingo,weather-station,2025-12-26T21:40:43.898Z
developmental_longevity,weather-station,weighted-lap-animal,weather-station,2025-12-26T21:40:44.974Z
developmental_longevity,weather-station,wooden-blocks,wooden-blocks,2025-12-26T21:40:45.587Z
developmental_longevity,weather-station,wwe-figures,weather-station,2025-12-26T21:40:46.391Z
developmental_longevity,fisher-price-imaginext,fisher-price-laugh-learn,fisher-price-imaginext,2025-12-26T21:40:47.016Z
developmental_longevity,fisher-price-imaginext,flash-cards,fisher-price-imaginext,2025-12-26T21:40:47.621Z
developmental_longevity,fisher-price-imaginext,gravity-maze,gravity-maze,2025-12-26T21:40:48.257Z
developmental_longevity,fisher-price-imaginext,guess-who,fisher-price-imaginext,2025-12-26T21:40:48.963Z
developmental_longevity,fisher-price-imaginext,gymnastics-mat,gymnastics-mat,2025-12-26T21:40:49.696Z
productive_challenge,interactive-globe,jellycat,interactive-globe,2025-12-26T21:40:52.575Z
